Unnamed: 0,scrape_id,host_id,host_listings_count,host_total_listings_count,latitude,longitude,accommodates,bathrooms,bedrooms,beds,minimum_nights,maximum_nights,minimum_minimum_nights,maximum_minimum_nights,minimum_maximum_nights,maximum_maximum_nights,minimum_nights_avg_ntm,maximum_nights_avg_ntm,calendar_updated,availability_30,availability_60,availability_90,availability_365,number_of_reviews,number_of_reviews_ltm,number_of_reviews_l30d,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,calculated_host_listings_count,calculated_host_listings_count_entire_homes,calculated_host_listings_count_private_rooms,calculated_host_listings_count_shared_rooms,reviews_per_month,distance_to_city_center,sentiment_score,average_review_length,host_profile_pic_people_visible,host_profile_pic_male_or_female,host_profile_pic_setting_indoor_outdoor,host_profile_pic_professionality,host_profile_pic_quality,picture_url_setting_indoor_outdoor
5795,20240918135550,511048242.0,1.0,1.0,52.4339942365833,13.272978526517106,2.0,1.0,1.0,1.0,4.0,365.0,3.0,4.0,365.0,365.0,4.0,365.0,,0.0,0.0,0.0,25.0,10.0,6.0,2.0,4.0,4.3,4.3,4.9,4.9,4.0,3.9,1.0,1.0,0.0,0.0,0.59,0.1475228495978719,0.0148519500780031,40.7,0.9150390625,0.7958984375,0.140380859375,0.0037651062011718,0.9443359375,0.94677734375
5796,20240918135550,91345060.0,2.0,3.0,52.53616816615249,13.406648244638998,2.0,1.0,1.0,1.0,3.0,21.0,3.0,3.0,21.0,21.0,3.0,21.0,,11.0,41.0,71.0,72.0,12.0,6.0,0.0,4.67,4.83,4.42,4.83,4.83,4.92,4.67,2.0,2.0,0.0,0.0,0.71,0.0275501418975285,0.0182957055214723,52.91666666666666,0.93701171875,0.99169921875,0.39990234375,0.12249755859375,0.92529296875,0.96484375
5797,20240918135550,21821419.0,1.0,2.0,52.5396818117187,13.4161167687866,4.0,2.0,2.0,3.0,6.0,60.0,6.0,6.0,60.0,60.0,6.0,60.0,,3.0,5.0,5.0,43.0,10.0,8.0,2.0,4.9,4.9,4.9,4.9,4.9,5.0,4.9,1.0,1.0,0.0,0.0,0.73,0.0343475442360174,0.0163589808917197,52.6,0.740234375,0.740234375,0.60009765625,0.08154296875,0.80078125,0.98388671875
5798,20240918135550,227943897.0,1.0,1.0,52.53295596564487,13.40255024289193,3.0,1.0,2.0,4.0,5.0,1125.0,5.0,5.0,1125.0,1125.0,5.0,1125.0,,1.0,1.0,1.0,11.0,7.0,0.0,0.0,5.0,5.0,4.71,4.86,5.0,5.0,5.0,1.0,1.0,0.0,0.0,0.45,0.0236214064330438,0.0216196078431372,78.14285714285714,0.93701171875,0.99169921875,0.39990234375,0.12249755859375,0.92529296875,0.998046875
5799,20240918135550,11958289.0,1.0,4.0,52.56643413112067,13.39230663545725,4.0,2.0,3.0,3.0,3.0,365.0,3.0,3.0,365.0,365.0,3.0,365.0,,0.0,0.0,0.0,257.0,3.0,3.0,0.0,5.0,5.0,4.0,4.67,5.0,4.67,4.67,1.0,1.0,0.0,0.0,0.55,0.0574076847066302,0.0167174089068825,40.0,0.92626953125,0.57373046875,0.82421875,0.352294921875,0.994140625,0.99853515625
5800,20240918135550,17805215.0,1.0,2.0,52.514748636241954,13.445204169677446,2.0,1.0,1.0,1.0,10.0,365.0,10.0,10.0,365.0,365.0,10.0,365.0,,0.0,0.0,0.0,183.0,4.0,2.0,0.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,1.0,1.0,0.0,0.0,0.25,0.0457948053191475,0.0206722259583053,61.25,0.9033203125,0.85205078125,0.85009765625,0.36669921875,0.9931640625,0.99462890625
5801,20240918135550,449692327.0,58.0,59.0,52.49118415824313,13.321039524069226,2.0,1.0,1.0,1.0,92.0,330.0,92.0,92.0,330.0,330.0,92.0,330.0,,29.0,59.0,89.0,364.0,0.0,0.0,0.0,,,,,,,,58.0,58.0,0.0,0.0,,0.0807762435809012,0.0,,0.93701171875,0.99169921875,0.39990234375,0.12249755859375,0.92529296875,0.9912109375
5802,20240918135550,449692327.0,58.0,59.0,52.51092912519187,13.455293977211127,7.0,2.0,4.0,4.0,92.0,330.0,92.0,92.0,330.0,330.0,92.0,330.0,,0.0,0.0,0.0,150.0,0.0,0.0,0.0,,,,,,,,58.0,58.0,0.0,0.0,,0.0556017366767782,0.0,,0.93701171875,0.99169921875,0.39990234375,0.12249755859375,0.92529296875,0.970703125
5803,20240918135550,449692327.0,58.0,59.0,52.49912798387855,13.38501393060304,3.0,1.0,0.0,2.0,92.0,330.0,92.0,92.0,330.0,330.0,92.0,330.0,,0.0,0.0,0.0,201.0,0.0,0.0,0.0,,,,,,,,58.0,58.0,0.0,0.0,,0.017991350578498,0.0,,0.93701171875,0.99169921875,0.39990234375,0.12249755859375,0.92529296875,0.99755859375
5804,20240918135550,449692327.0,58.0,59.0,52.49488306341941,13.311945485072137,4.0,1.0,2.0,3.0,92.0,330.0,92.0,92.0,330.0,330.0,92.0,330.0,,29.0,59.0,89.0,364.0,0.0,0.0,0.0,,,,,,,,58.0,58.0,0.0,0.0,,0.088974813524506,0.0,,0.935546875,0.751953125,0.740234375,0.94677734375,0.98779296875,0.9951171875
5805,20240918135550,449692327.0,58.0,59.0,52.49407141271289,13.366941372296075,3.0,1.0,0.0,2.0,92.0,330.0,92.0,92.0,330.0,330.0,92.0,330.0,,16.0,46.0,76.0,316.0,0.0,0.0,0.0,,,,,,,,58.0,58.0,0.0,0.0,,0.0362220354845701,0.0,,0.7880859375,0.974609375,0.43017578125,0.162353515625,0.8671875,0.990234375
5806,20240918135550,449692327.0,58.0,59.0,52.49923,13.38592,4.0,1.0,2.0,3.0,92.0,330.0,92.0,92.0,330.0,330.0,92.0,330.0,,0.0,0.0,0.0,156.0,0.0,0.0,0.0,,,,,,,,58.0,58.0,0.0,0.0,,0.0171979792365003,0.0,,0.97265625,0.9814453125,0.291015625,0.71875,0.96875,0.9794921875
